AGGIORNAMENTO,DATA_TAMPONE,PROVINCIA,POSITIVI,NEGATIVI,DA_RIPETERE
2021-03-17,2020-07-14,TE,12,147,0
2021-03-17,2020-07-15,TE,1,135,0
2021-03-17,2020-07-18,TE,1,88,1
2021-03-17,2020-07-21,TE,11,226,1
2021-03-17,2020-07-22,TE,1,134,0
2021-03-17,2020-07-28,TE,7,201,0
2021-03-17,2020-07-29,TE,2,177,0
2021-03-17,2020-07-31,TE,2,360,0
2021-03-17,2020-08-03,TE,4,350,0
2021-03-17,2020-08-04,TE,25,404,0
2021-03-17,2020-08-05,TE,13,394,0
2021-03-17,2020-08-06,TE,1,162,0
2021-03-17,2020-08-07,TE,1,309,0
2021-03-17,2020-08-08,TE,5,206,3
2021-03-17,2020-08-09,TE,1,3,0
2021-03-17,2020-08-10,TE,3,361,0
2021-03-17,2020-08-11,TE,9,323,0
2021-03-17,2020-08-12,TE,3,208,1
2021-03-17,2020-08-14,TE,2,236,0
2021-03-17,2020-08-17,TE,7,236,4
2021-03-17,2020-08-18,TE,2,312,1
2021-03-17,2020-08-20,TE,3,207,2
2021-03-17,2020-08-21,TE,6,330,8
2021-03-17,2020-08-24,TE,2,304,2
2021-03-17,2020-08-25,TE,8,230,2
2021-03-17,2020-08-26,TE,2,330,0
2021-03-17,2020-08-27,TE,2,222,4
2021-03-17,2020-08-28,TE,5,444,5
2021-03-17,2020-08-29,TE,1,202,1
2021-03-17,2020-09-01,TE,3,312,1
2021-03-17,2020-09-02,TE,4,276,1
2021-03-17,2020-09-04,TE,3,406,3
2021-03-17,2020-09-05,TE,4,141,0
2021-03-17,2020-09-07,TE,11,382,1
2021-03-17,2020-09-08,TE,5,381,1
2021-03-17,2020-09-09,TE,7,296,1
2021-03-17,2020-09-10,TE,2,315,2
2021-03-17,2020-09-12,TE,12,190,0
2021-03-17,2020-09-13,TE,1,3,0
2021-03-17,2020-09-14,TE,8,349,0
2021-03-17,2020-09-15,TE,6,450,0
2021-03-17,2020-09-16,TE,8,307,0
2021-03-17,2020-09-17,TE,7,225,2
2021-03-17,2020-09-18,TE,3,315,0
2021-03-17,2020-09-19,TE,12,293,2
2021-03-17,2020-09-20,TE,1,4,0
2021-03-17,2020-09-21,TE,3,390,4
2021-03-17,2020-09-22,TE,5,425,1
2021-03-17,2020-09-23,TE,18,269,6
2021-03-17,2020-09-24,TE,9,270,0
2021-03-17,2020-09-25,TE,8,489,1
2021-03-17,2020-09-26,TE,3,253,0
2021-03-17,2020-09-28,TE,8,424,3
2021-03-17,2020-09-29,TE,11,492,1
2021-03-17,2020-09-30,TE,7,373,4
2021-03-17,2020-10-01,TE,8,456,2
2021-03-17,2020-10-02,TE,10,518,4
2021-03-17,2020-10-03,TE,18,493,8
2021-03-17,2020-10-04,TE,3,4,0
2021-03-17,2020-10-05,TE,17,892,4
2021-03-17,2020-10-06,TE,48,555,5
2021-03-17,2020-10-07,TE,27,673,0
2021-03-17,2020-10-08,TE,41,539,9
2021-03-17,2020-10-09,TE,36,670,0
2021-03-17,2020-10-10,TE,46,489,0
2021-03-17,2020-10-11,TE,3,5,0
2021-03-17,2020-10-12,TE,30,824,8
2021-03-17,2020-10-13,TE,27,571,4
2021-03-17,2020-10-14,TE,43,673,3
2021-03-17,2020-10-15,TE,85,989,6
2021-03-17,2020-10-16,TE,119,1264,13
2021-03-17,2020-10-17,TE,56,516,9
2021-03-17,2020-10-18,TE,10,13,0
2021-03-17,2020-10-19,TE,84,1030,6
2021-03-17,2020-10-20,TE,121,718,16
2021-03-17,2020-10-21,TE,131,908,11
2021-03-17,2020-10-22,TE,192,995,17
2021-03-17,2020-10-23,TE,102,1010,16
2021-03-17,2020-10-24,TE,193,686,23
2021-03-17,2020-10-25,TE,5,25,1
2021-03-17,2020-10-26,TE,240,1000,31
2021-03-17,2020-10-27,TE,127,553,17
2021-03-17,2020-10-28,TE,139,633,29
2021-03-17,2020-10-29,TE,178,823,42
2021-03-17,2020-10-30,TE,315,1205,34
2021-03-17,2020-10-31,TE,175,660,34
2021-03-17,2020-11-01,TE,7,15,1
2021-03-17,2020-11-02,TE,365,1265,78
2021-03-17,2020-11-03,TE,212,748,78
2021-03-17,2020-11-04,TE,147,790,79
2021-03-17,2020-11-05,TE,193,884,55
2021-03-17,2020-11-06,TE,229,863,52
2021-03-17,2020-11-07,TE,267,727,120
2021-03-17,2020-11-08,TE,9,5,1
2021-03-17,2020-11-09,TE,482,1401,189
2021-03-17,2020-11-10,TE,254,800,94
2021-03-17,2020-11-11,TE,296,948,162
2021-03-17,2020-11-12,TE,320,1094,159
2021-03-17,2020-11-13,TE,321,1053,124
2021-03-17,2020-11-14,TE,201,612,117
2021-03-17,2020-11-15,TE,8,21,1
2021-03-17,2020-11-16,TE,296,1453,255
2021-03-17,2020-11-17,TE,228,1065,150
2021-03-17,2020-11-18,TE,226,1253,127
2021-03-17,2020-11-19,TE,432,1010,270
2021-03-17,2020-11-20,TE,247,960,155
2021-03-17,2020-11-21,TE,273,601,157
2021-03-17,2020-11-22,TE,11,13,3
2021-03-17,2020-11-23,TE,434,1259,319
2021-03-17,2020-11-24,TE,269,922,189
2021-03-17,2020-11-25,TE,248,959,230
2021-03-17,2020-11-26,TE,159,857,176
2021-03-17,2020-11-27,TE,242,965,136
2021-03-17,2020-11-28,TE,241,702,114
2021-03-17,2020-11-29,TE,17,51,5
2021-03-17,2020-11-30,TE,229,1100,184
2021-03-17,2020-12-01,TE,225,998,149
2021-03-17,2020-12-02,TE,228,1082,180
2021-03-17,2020-12-03,TE,176,812,136
2021-03-17,2020-12-04,TE,206,1478,172
2021-03-17,2020-12-05,TE,149,625,115
2021-03-17,2020-12-06,TE,5,49,5
2021-03-17,2020-12-07,TE,231,998,166
2021-03-17,2020-12-08,TE,12,17,0
2021-03-17,2020-12-09,TE,237,1221,177
2021-03-17,2020-12-10,TE,118,798,86
2021-03-17,2020-12-11,TE,170,1066,105
2021-03-17,2020-12-12,TE,151,520,81
2021-03-17,2020-12-13,TE,5,84,4
2021-03-17,2020-12-14,TE,141,1371,105
2021-03-17,2020-12-15,TE,130,893,115
2021-03-17,2020-12-16,TE,122,904,51
2021-03-17,2020-12-17,TE,80,972,105
2021-03-17,2020-12-18,TE,121,1342,42
2021-03-17,2020-12-19,TE,60,286,34
2021-03-17,2020-12-20,TE,1,29,0
2021-03-17,2020-12-21,TE,164,1159,103
2021-03-17,2020-12-22,TE,102,1063,92
2021-03-17,2020-12-23,TE,74,534,73
2021-03-17,2020-12-24,TE,48,200,27
2021-03-17,2020-12-25,TE,4,3,2
2021-03-17,2020-12-26,TE,6,22,2
2021-03-17,2020-12-27,TE,6,31,0
2021-03-17,2020-12-28,TE,154,1080,75
2021-03-17,2020-12-29,TE,144,718,72
2021-03-17,2020-12-30,TE,126,527,37
2021-03-17,2020-12-31,TE,15,150,3
2021-03-17,2021-01-01,TE,7,16,0
2021-03-17,2021-01-02,TE,236,535,41
2021-03-17,2021-01-03,TE,17,120,3
2021-03-17,2021-01-04,TE,132,734,38
2021-03-17,2021-01-05,TE,112,578,36
2021-03-17,2021-01-06,TE,9,43,2
2021-03-17,2021-01-07,TE,135,1018,42
2021-03-17,2021-01-08,TE,76,544,25
2021-03-17,2021-01-09,TE,126,440,37
2021-03-17,2021-01-10,TE,8,49,1
2021-03-17,2021-01-11,TE,107,904,23
2021-03-17,2021-01-12,TE,126,913,47
2021-03-17,2021-01-13,TE,82,809,33
2021-03-17,2021-01-14,TE,103,526,44
2021-03-17,2021-01-15,TE,67,585,25
2021-03-17,2021-01-16,TE,84,353,20
2021-03-17,2021-01-17,TE,3,9,0
2021-03-17,2021-01-18,TE,113,684,38
2021-03-17,2021-01-19,TE,124,673,46
2021-03-17,2021-01-20,TE,89,365,28
2021-03-17,2021-01-21,TE,84,534,38
2021-03-17,2021-01-22,TE,101,936,29
2021-03-17,2021-01-23,TE,84,598,20
2021-03-17,2021-01-25,TE,146,743,24
2021-03-17,2021-01-26,TE,127,615,27
2021-03-17,2021-01-27,TE,83,390,8
2021-03-17,2021-01-28,TE,63,505,25
2021-03-17,2021-01-29,TE,117,826,22
2021-03-17,2021-01-30,TE,80,471,19
2021-03-17,2021-01-31,TE,4,14,0
2021-03-17,2021-02-01,TE,109,1189,37
2021-03-17,2021-02-02,TE,108,877,42
2021-03-17,2021-02-03,TE,72,520,16
2021-03-17,2021-02-04,TE,100,659,34
2021-03-17,2021-02-05,TE,108,989,22
2021-03-17,2021-02-06,TE,81,484,13
2021-03-17,2021-02-07,TE,8,31,1
2021-03-17,2021-02-08,TE,108,828,37
2021-03-17,2021-02-09,TE,140,773,47
2021-03-17,2021-02-10,TE,81,461,17
2021-03-17,2021-02-11,TE,115,933,28
2021-03-17,2021-02-12,TE,107,940,40
2021-03-17,2021-02-13,TE,114,755,20
2021-03-17,2021-02-14,TE,2,12,0
2021-03-17,2021-02-15,TE,97,607,53
2021-03-17,2021-02-16,TE,107,696,33
2021-03-17,2021-02-17,TE,117,696,29
2021-03-17,2021-02-18,TE,108,870,17
2021-03-17,2021-02-19,TE,97,1209,38
2021-03-17,2021-02-20,TE,121,517,25
2021-03-17,2021-02-21,TE,13,32,0
2021-03-17,2021-02-22,TE,145,795,26
2021-03-17,2021-02-23,TE,124,734,26
2021-03-17,2021-02-24,TE,108,888,28
2021-03-17,2021-02-25,TE,115,722,22
2021-03-17,2021-02-26,TE,101,1048,14
2021-03-17,2021-02-27,TE,109,998,9
2021-03-17,2021-02-28,TE,7,25,0
2021-03-17,2021-03-01,TE,124,608,11
2021-03-17,2021-03-02,TE,96,787,4
2021-03-17,2021-03-03,TE,114,653,33
2021-03-17,2021-03-04,TE,122,991,17
2021-03-17,2021-03-05,TE,124,1737,15
2021-03-17,2021-03-06,TE,82,743,16
2021-03-17,2021-03-07,TE,16,28,1
2021-03-17,2021-03-08,TE,103,830,11
2021-03-17,2021-03-09,TE,143,929,11
2021-03-17,2021-03-10,TE,83,548,14
2021-03-17,2021-03-11,TE,112,636,13
2021-03-17,2021-03-12,TE,150,1323,11
2021-03-17,2021-03-13,TE,121,601,13
2021-03-17,2021-03-14,TE,9,23,0
2021-03-17,2021-03-15,TE,99,769,15
2021-03-17,2020-02-29,TE,0,1,0
2021-03-17,2020-03-12,TE,0,1,0
2021-03-17,2020-04-12,TE,0,1,0
2021-03-17,2020-05-01,TE,0,64,0
2021-03-17,2020-05-10,TE,0,40,0
2021-03-17,2020-05-11,TE,0,598,3
2021-03-17,2020-05-20,TE,0,380,0
2021-03-17,2020-05-23,TE,0,140,0
2021-03-17,2020-05-24,TE,0,30,0
2021-03-17,2020-05-28,TE,0,383,1
2021-03-17,2020-05-30,TE,0,171,0
2021-03-17,2020-05-31,TE,0,27,0
2021-03-17,2020-06-02,TE,0,27,0
2021-03-17,2020-06-03,TE,0,332,1
2021-03-17,2020-06-04,TE,0,541,4
2021-03-17,2020-06-05,TE,0,242,0
2021-03-17,2020-06-06,TE,0,149,1
2021-03-17,2020-06-07,TE,0,34,0
2021-03-17,2020-06-08,TE,0,444,1
2021-03-17,2020-06-10,TE,0,316,0
2021-03-17,2020-06-16,TE,0,328,0
2021-03-17,2020-06-18,TE,0,320,0
2021-03-17,2020-06-20,TE,0,132,0
2021-03-17,2020-06-21,TE,0,21,0
2021-03-17,2020-06-23,TE,0,377,1
2021-03-17,2020-06-24,TE,0,208,1
2021-03-17,2020-06-27,TE,0,126,0
2021-03-17,2020-06-28,TE,0,28,0
2021-03-17,2020-06-29,TE,0,216,0
2021-03-17,2020-07-01,TE,0,158,0
2021-03-17,2020-07-03,TE,0,201,0
2021-03-17,2020-07-04,TE,0,78,0
2021-03-17,2020-07-05,TE,0,4,0
2021-03-17,2020-07-06,TE,0,227,1
2021-03-17,2020-07-07,TE,0,157,0
2021-03-17,2020-07-08,TE,0,203,0
2021-03-17,2020-07-11,TE,0,109,0
2021-03-17,2020-07-12,TE,0,2,0
2021-03-17,2020-07-16,TE,0,217,0
2021-03-17,2020-07-17,TE,0,192,1
2021-03-17,2020-07-19,TE,0,7,0
2021-03-17,2020-07-20,TE,0,181,1
2021-03-17,2020-07-23,TE,0,166,0
2021-03-17,2020-07-24,TE,0,186,1
2021-03-17,2020-07-25,TE,0,54,0
2021-03-17,2020-07-27,TE,0,217,0
2021-03-17,2020-07-30,TE,0,144,0
2021-03-17,2020-08-01,TE,0,170,0
2021-03-17,2020-08-02,TE,0,1,0
2021-03-17,2020-08-13,TE,0,236,0
2021-03-17,2020-08-16,TE,0,1,0
2021-03-17,2020-08-19,TE,0,202,3
2021-03-17,2020-08-22,TE,0,118,1
2021-03-17,2020-08-23,TE,0,7,0
2021-03-17,2020-08-30,TE,0,2,0
2021-03-17,2020-08-31,TE,0,395,2
2021-03-17,2020-09-03,TE,0,315,3
2021-03-17,2020-09-06,TE,0,4,0
2021-03-17,2020-09-11,TE,0,337,0
2021-03-17,2021-01-24,TE,0,35,2
